variable_name,description,category,wave,n_nonmissing,n_missing,dtype
chronic_wave4,,Other,Wave 4,19798,6075,Continuous (float)
ea001s6_wave4,,Work & Income,Wave 4,19772,6101,Continuous (float)
ea001s7_wave4,,Work & Income,Wave 4,19772,6101,Continuous (float)
ea001s8_wave4,,Work & Income,Wave 4,19772,6101,Continuous (float)
ea001s9_wave4,,Work & Income,Wave 4,19772,6101,Continuous (float)
ea001s10_wave4,,Work & Income,Wave 4,19772,6101,Continuous (float)
disability_wave4,,Other,Wave 4,19749,6124,Continuous (float)
drinkev_wave4,,Other,Wave 4,19742,6131,Continuous (float)
bmi_wave4,"Body Mass Index (kg/m², calculated from measured weight/height)",Physical Measures,Wave 4,0,25873,Continuous (float)
oophos1y_wave4,,Other,Wave 4,19503,6370,Continuous (float)
tothos1y_wave4,,Other,Wave 4,19545,6328,Continuous (float)
oopdoc1m_wave4,,Other,Wave 4,19603,6270,Continuous (float)
totdoc1m_wave4,,Other,Wave 4,19639,6234,Continuous (float)
bloodweight_wave4,Blood sample weight,Physical Measures,Wave 4,0,25873,Continuous (float)
bl_fasting_wave4,,Other,Wave 4,0,25873,Continuous (float)
bl_wbc_wave4,,Other,Wave 4,0,25873,Continuous (float)
bl_mcv_wave4,,Other,Wave 4,0,25873,Continuous (float)
bl_plt_wave4,,Other,Wave 4,0,25873,Continuous (float)
bl_bun_wave4,,Other,Wave 4,0,25873,Continuous (float)
bl_glu_wave4,,Other,Wave 4,0,25873,Continuous (float)
bl_crea_wave4,,Other,Wave 4,0,25873,Continuous (float)
bl_cho_wave4,,Other,Wave 4,0,25873,Continuous (float)
bl_tg_wave4,,Other,Wave 4,0,25873,Continuous (float)
bl_hdl_wave4,"HDL cholesterol (mg/dL, blood assay)",Blood Biomarkers,Wave 4,0,25873,Continuous (float)
bl_ldl_wave4,"LDL cholesterol (mg/dL, blood assay)",Blood Biomarkers,Wave 4,0,25873,Continuous (float)
bl_crp_wave4,"C-reactive protein (mg/L, blood assay)",Blood Biomarkers,Wave 4,0,25873,Continuous (float)
bl_hbalc_wave4,,Other,Wave 4,0,25873,Continuous (float)
bl_ua_wave4,,Other,Wave 4,0,25873,Continuous (float)
bl_hct_wave4,,Other,Wave 4,0,25873,Continuous (float)
bl_hgb_wave4,,Other,Wave 4,0,25873,Continuous (float)
bl_cysc_wave4,,Other,Wave 4,0,25873,Continuous (float)
bl_top_coding_tg_wave4,,Other,Wave 4,0,25873,Continuous (float)
wspeed1_wave4,,Other,Wave 4,0,25873,Continuous (float)
wspeed2_wave4,,Other,Wave 4,0,25873,Continuous (float)
wspeed_wave4,,Other,Wave 4,0,25873,Continuous (float)
systo1_wave4,,Other,Wave 4,0,25873,Continuous (float)
systo2_wave4,,Other,Wave 4,0,25873,Continuous (float)
systo3_wave4,,Other,Wave 4,0,25873,Continuous (float)
systo_wave4,,Other,Wave 4,0,25873,Continuous (float)
diasto1_wave4,,Other,Wave 4,0,25873,Continuous (float)
diasto2_wave4,,Other,Wave 4,0,25873,Continuous (float)
diasto3_wave4,,Other,Wave 4,0,25873,Continuous (float)
diasto_wave4,,Other,Wave 4,0,25873,Continuous (float)
pulse1_wave4,,Other,Wave 4,0,25873,Continuous (float)
pulse2_wave4,,Other,Wave 4,0,25873,Continuous (float)
pulse3_wave4,,Other,Wave 4,0,25873,Continuous (float)
pulse_wave4,"Pulse rate (bpm, mean of 3 measurements)",Physical Measures,Wave 4,0,25873,Continuous (float)
lgrip1_wave4,"Left hand grip strength (kg, trial 1)",Physical Measures,Wave 4,0,25873,Continuous (float)
lgrip2_wave4,"Left hand grip strength (kg, trial 2)",Physical Measures,Wave 4,0,25873,Continuous (float)
lgrip_wave4,,Other,Wave 4,0,25873,Continuous (float)
rgrip1_wave4,"Right hand grip strength (kg, trial 1)",Physical Measures,Wave 4,0,25873,Continuous (float)
rgrip2_wave4,"Right hand grip strength (kg, trial 2)",Physical Measures,Wave 4,0,25873,Continuous (float)
rgrip_wave4,,Other,Wave 4,0,25873,Continuous (float)
mheight_wave4,Measured height (cm),Physical Measures,Wave 4,0,25873,Continuous (float)
mweight_wave4,Measured weight (kg),Physical Measures,Wave 4,0,25873,Continuous (float)
mwaist_wave4,Measured waist circumference (cm),Physical Measures,Wave 4,0,25873,Continuous (float)
tyg_wave4,Triglyceride-Glucose Index: ln[TG×FPG/2],Blood Biomarkers,Wave 4,0,25873,Continuous (float)
tyg_bmi_wave4,TyG-BMI product,Blood Biomarkers,Wave 4,0,25873,Continuous (float)
water_wave4,,Other,Wave 4,19694,6179,Continuous (float)
puff1_wave4,,Other,Wave 4,0,25873,Continuous (float)
puff2_wave4,,Other,Wave 4,0,25873,Continuous (float)
puff3_wave4,,Other,Wave 4,0,25873,Continuous (float)
puff_wave4,,Other,Wave 4,0,25873,Continuous (float)
glass_wave4,,Other,Wave 4,19740,6133,Continuous (float)
eyesight_distance_wave4,,Other,Wave 4,19684,6189,Continuous (float)
eyesight_close_wave4,,Other,Wave 4,19683,6190,Continuous (float)
hear_aid_wave4,,Other,Wave 4,19739,6134,Continuous (float)
hear_wave4,,Other,Wave 4,19697,6176,Continuous (float)
teeth_wave4,,Other,Wave 4,19739,6134,Continuous (float)
hspnite_wave4,,Other,Wave 4,19761,6112,Continuous (float)
hibpe_1_wave4,,Disease History,Wave 4,19780,6093,Continuous (float)
diabe_1_wave4,,Disease History,Wave 4,19792,6081,Continuous (float)
gender_wave5,"Sex (0=male, 1=female)",Demographics,Wave 5,19395,6478,Continuous (float)
nation_wave5,"Ethnicity (1=Han, 0=other)",Demographics,Wave 5,17655,8218,Continuous (float)
hibpe_wave5,"Hypertension (1=self-reported diagnosis, 0=no)",Disease History,Wave 5,19367,6506,Continuous (float)
dyslipe_wave5,"Dyslipidemia (1=self-reported diagnosis, 0=no)",Disease History,Wave 5,19366,6507,Continuous (float)
diabe_wave5,"Diabetes (1=self-reported diagnosis, 0=no)",Disease History,Wave 5,19365,6508,Continuous (float)
cancre_wave5,"Cancer (1=self-reported diagnosis, 0=no)",Disease History,Wave 5,19364,6509,Continuous (float)
lunge_wave5,"Chronic lung disease (1=self-reported diagnosis, 0=no)",Disease History,Wave 5,19364,6509,Continuous (float)
livere_wave5,"Liver disease (1=self-reported diagnosis, 0=no)",Disease History,Wave 5,19365,6508,Continuous (float)
hearte_wave5,"Heart disease (1=self-reported diagnosis, 0=no)",Disease History,Wave 5,19364,6509,Continuous (float)
stroke_wave5,"Stroke (1=self-reported diagnosis, 0=no)",Disease History,Wave 5,19363,6510,Continuous (float)
kidneye_wave5,"Kidney disease (1=self-reported diagnosis, 0=no)",Disease History,Wave 5,19363,6510,Continuous (float)
digeste_wave5,"Digestive disease (1=self-reported diagnosis, 0=no)",Disease History,Wave 5,19363,6510,Continuous (float)
psyche_wave5,"Psychiatric/emotional problems (1=self-reported diagnosis, 0=no)",Disease History,Wave 5,19363,6510,Continuous (float)
memrye_wave5,"Memory-related disease (1=self-reported diagnosis, 0=no)",Disease History,Wave 5,19363,6510,Continuous (float)
arthre_wave5,"Arthritis/rheumatism (1=self-reported diagnosis, 0=no)",Disease History,Wave 5,19363,6510,Continuous (float)
asthmae_wave5,"Asthma (1=self-reported diagnosis, 0=no)",Disease History,Wave 5,19363,6510,Continuous (float)
doctor_time_wave5,Number of outpatient visits (past month),Healthcare Utilization,Wave 5,3966,21907,Continuous (float)
hospital_time_wave5,Number of inpatient admissions (past year),Healthcare Utilization,Wave 5,3736,22137,Continuous (float)
da042s1_wave5,,Healthcare Utilization,Wave 5,19356,6517,Continuous (float)
da042s2_wave5,,Healthcare Utilization,Wave 5,19356,6517,Continuous (float)
da042s3_wave5,,Healthcare Utilization,Wave 5,19356,6517,Continuous (float)
da042s4_wave5,,Healthcare Utilization,Wave 5,19356,6517,Continuous (float)
da042s5_wave5,,Healthcare Utilization,Wave 5,19356,6517,Continuous (float)
da042s6_wave5,,Healthcare Utilization,Wave 5,19356,6517,Continuous (float)
da042s7_wave5,,Healthcare Utilization,Wave 5,19356,6517,Continuous (float)
da042s8_wave5,,Healthcare Utilization,Wave 5,19356,6517,Continuous (float)
da042s9_wave5,,Healthcare Utilization,Wave 5,19356,6517,Continuous (float)
da042s10_wave5,,Healthcare Utilization,Wave 5,19356,6517,Continuous (float)
da042s11_wave5,,Healthcare Utilization,Wave 5,19356,6517,Continuous (float)
da042s12_wave5,,Healthcare Utilization,Wave 5,19356,6517,Continuous (float)
da042s13_wave5,,Healthcare Utilization,Wave 5,19356,6517,Continuous (float)
da042s14_wave5,,Healthcare Utilization,Wave 5,19356,6517,Continuous (float)
da042s15_wave5,,Healthcare Utilization,Wave 5,19356,6517,Continuous (float)
sleep_wave5,Average sleep duration (hours/night),Lifestyle & Behavior,Wave 5,19355,6518,Continuous (float)
act_1_wave5,,Lifestyle & Behavior,Wave 5,19351,6522,Continuous (float)
act_2_wave5,,Lifestyle & Behavior,Wave 5,19351,6522,Continuous (float)
act_3_wave5,,Lifestyle & Behavior,Wave 5,19351,6522,Continuous (float)
act_4_wave5,,Lifestyle & Behavior,Wave 5,19351,6522,Continuous (float)
act_5_wave5,,Lifestyle & Behavior,Wave 5,19351,6522,Continuous (float)
act_6_wave5,,Lifestyle & Behavior,Wave 5,19351,6522,Continuous (float)
act_7_wave5,,Lifestyle & Behavior,Wave 5,19351,6522,Continuous (float)
act_8_wave5,,Lifestyle & Behavior,Wave 5,19351,6522,Continuous (float)
iwy_wave5,"Individual wage (annual, yuan)",Work & Income,Wave 5,19395,6478,Continuous (float)
iwm_wave5,"Individual income (annual, yuan)",Work & Income,Wave 5,19395,6478,Continuous (float)
retire_wave5,"Retirement status (1=retired, 0=not)",Work & Income,Wave 5,19358,6515,Continuous (float)
rural_wave5,"Rural residence (1=rural, 0=urban)",Demographics,Wave 5,19395,6478,Continuous (float)
family_size_wave5,Number of household members,Demographics,Wave 5,19395,6478,Continuous (float)
marry_wave5,"Marital status (1=married/partnered, 0=other)",Demographics,Wave 5,19395,6478,Continuous (float)
rural2_wave5,Rural residence (alternative coding),Demographics,Wave 5,19384,6489,Continuous (float)
srh_wave5,"Self-rated health (1=very good, 5=very poor)",Self-rated Health,Wave 5,17576,8297,Continuous (float)
smokev_wave5,"Smoking status (0=never, 1=former, 2=current)",Lifestyle & Behavior,Wave 5,19354,6519,Continuous (float)
smoken_wave5,Cigarettes per day (current smokers),Lifestyle & Behavior,Wave 5,19349,6524,Continuous (float)
drinkl_wave5,Alcohol consumption frequency,Lifestyle & Behavior,Wave 5,19349,6524,Continuous (float)
vgact_c_wave5,,Lifestyle & Behavior,Wave 5,19353,6520,Continuous (float)
mdact_c_wave5,,Lifestyle & Behavior,Wave 5,19353,6520,Continuous (float)
ltact_c_wave5,,Lifestyle & Behavior,Wave 5,19351,6522,Continuous (float)
memeory_wave5,Memory score component,Cognitive Function,Wave 5,16594,9279,Continuous (float)
executive_wave5,Executive function score component,Cognitive Function,Wave 5,13341,12532,Continuous (float)
total_cognition_wave5,Total cognitive function score,Cognitive Function,Wave 5,13195,12678,Continuous (float)
cesd10_wave5,CESD-10 depression score (range 0-30),Depression,Wave 5,16165,9708,Continuous (float)
hhcperc_wave5,Household consumption per capita,Living Arrangements,Wave 5,14534,11339,Continuous (float)
hchild_wave5,Number of living children,Living Arrangements,Wave 5,19395,6478,Continuous (float)
pension_wave5,Pension receipt status,Insurance & Social Security,Wave 5,19395,6478,Continuous (float)
ins_wave5,Health insurance type,Insurance & Social Security,Wave 5,19395,6478,Continuous (float)
ea001s1_wave5,,Work & Income,Wave 5,18460,7413,Continuous (float)
ea001s2_wave5,,Work & Income,Wave 5,18460,7413,Continuous (float)
ea001s3_wave5,,Work & Income,Wave 5,18460,7413,Continuous (float)
ea001s4_wave5,,Work & Income,Wave 5,18460,7413,Continuous (float)
ea001s5_wave5,,Work & Income,Wave 5,18460,7413,Continuous (float)
ea001s11_wave5,,Work & Income,Wave 5,18460,7413,Continuous (float)
satlife_wave5,,Other,Wave 5,17566,8307,Continuous (float)
adlab_c_wave5,,Functional Status,Wave 5,19349,6524,Continuous (float)
iadl_wave5,IADL summary score,Functional Status,Wave 5,19348,6525,Continuous (float)
fcamt_wave5,,Other,Wave 5,19395,6478,Continuous (float)
tcamt_wave5,,Other,Wave 5,19395,6478,Continuous (float)
income_total_wave5,,Other,Wave 5,17225,8648,Continuous (float)
doctor_wave5,,Other,Wave 5,19362,6511,Continuous (float)
hospital_wave5,,Other,Wave 5,19361,6512,Continuous (float)
fall_down_wave5,,Other,Wave 5,130,25743,Continuous (float)
hip_wave5,,Other,Wave 5,19360,6513,Continuous (float)
131,,Other,Non-wave,19395,6478,Continuous (float)
city_wave5,,Other,Wave 5,19395,6478,Continuous (float)
age_wave5,Age in years,Demographics,Wave 5,19395,6478,Continuous (float)
edu_wave5,,Other,Wave 5,19395,6478,Continuous (float)
exercise_wave5,,Other,Wave 5,19352,6521,Continuous (float)
totmet_wave5,,Other,Wave 5,19352,6521,Continuous (float)
chronic_wave5,,Other,Wave 5,19367,6506,Continuous (float)
ea001s6_wave5,,Work & Income,Wave 5,0,25873,Continuous (float)
ea001s7_wave5,,Work & Income,Wave 5,0,25873,Continuous (float)
ea001s8_wave5,,Work & Income,Wave 5,0,25873,Continuous (float)
ea001s9_wave5,,Work & Income,Wave 5,0,25873,Continuous (float)
ea001s10_wave5,,Work & Income,Wave 5,0,25873,Continuous (float)
disability_wave5,,Other,Wave 5,0,25873,Continuous (float)
drinkev_wave5,,Other,Wave 5,0,25873,Continuous (float)
bmi_wave5,"Body Mass Index (kg/m², calculated from measured weight/height)",Physical Measures,Wave 5,0,25873,Continuous (float)
oophos1y_wave5,,Other,Wave 5,0,25873,Continuous (float)
tothos1y_wave5,,Other,Wave 5,0,25873,Continuous (float)
oopdoc1m_wave5,,Other,Wave 5,0,25873,Continuous (float)
totdoc1m_wave5,,Other,Wave 5,0,25873,Continuous (float)
bloodweight_wave5,Blood sample weight,Physical Measures,Wave 5,0,25873,Continuous (float)
bl_fasting_wave5,,Other,Wave 5,0,25873,Continuous (float)
bl_wbc_wave5,,Other,Wave 5,0,25873,Continuous (float)
bl_mcv_wave5,,Other,Wave 5,0,25873,Continuous (float)
bl_plt_wave5,,Other,Wave 5,0,25873,Continuous (float)
bl_bun_wave5,,Other,Wave 5,0,25873,Continuous (float)
bl_glu_wave5,,Other,Wave 5,0,25873,Continuous (float)
bl_crea_wave5,,Other,Wave 5,0,25873,Continuous (float)
bl_cho_wave5,,Other,Wave 5,0,25873,Continuous (float)
bl_tg_wave5,,Other,Wave 5,0,25873,Continuous (float)
bl_hdl_wave5,"HDL cholesterol (mg/dL, blood assay)",Blood Biomarkers,Wave 5,0,25873,Continuous (float)
bl_ldl_wave5,"LDL cholesterol (mg/dL, blood assay)",Blood Biomarkers,Wave 5,0,25873,Continuous (float)
bl_crp_wave5,"C-reactive protein (mg/L, blood assay)",Blood Biomarkers,Wave 5,0,25873,Continuous (float)
bl_hbalc_wave5,,Other,Wave 5,0,25873,Continuous (float)
bl_ua_wave5,,Other,Wave 5,0,25873,Continuous (float)
bl_hct_wave5,,Other,Wave 5,0,25873,Continuous (float)
bl_hgb_wave5,,Other,Wave 5,0,25873,Continuous (float)
bl_cysc_wave5,,Other,Wave 5,0,25873,Continuous (float)
bl_top_coding_tg_wave5,,Other,Wave 5,0,25873,Continuous (float)
wspeed1_wave5,,Other,Wave 5,0,25873,Continuous (float)
wspeed2_wave5,,Other,Wave 5,0,25873,Continuous (float)
wspeed_wave5,,Other,Wave 5,0,25873,Continuous (float)
systo1_wave5,,Other,Wave 5,0,25873,Continuous (float)
systo2_wave5,,Other,Wave 5,0,25873,Continuous (float)
systo3_wave5,,Other,Wave 5,0,25873,Continuous (float)
systo_wave5,,Other,Wave 5,0,25873,Continuous (float)
diasto1_wave5,,Other,Wave 5,0,25873,Continuous (float)
diasto2_wave5,,Other,Wave 5,0,25873,Continuous (float)
diasto3_wave5,,Other,Wave 5,0,25873,Continuous (float)
diasto_wave5,,Other,Wave 5,0,25873,Continuous (float)
pulse1_wave5,,Other,Wave 5,0,25873,Continuous (float)
pulse2_wave5,,Other,Wave 5,0,25873,Continuous (float)
pulse3_wave5,,Other,Wave 5,0,25873,Continuous (float)
pulse_wave5,"Pulse rate (bpm, mean of 3 measurements)",Physical Measures,Wave 5,0,25873,Continuous (float)
lgrip1_wave5,"Left hand grip strength (kg, trial 1)",Physical Measures,Wave 5,0,25873,Continuous (float)
lgrip2_wave5,"Left hand grip strength (kg, trial 2)",Physical Measures,Wave 5,0,25873,Continuous (float)
lgrip_wave5,,Other,Wave 5,0,25873,Continuous (float)
rgrip1_wave5,"Right hand grip strength (kg, trial 1)",Physical Measures,Wave 5,0,25873,Continuous (float)
rgrip2_wave5,"Right hand grip strength (kg, trial 2)",Physical Measures,Wave 5,0,25873,Continuous (float)
rgrip_wave5,,Other,Wave 5,0,25873,Continuous (float)
mheight_wave5,Measured height (cm),Physical Measures,Wave 5,0,25873,Continuous (float)
mweight_wave5,Measured weight (kg),Physical Measures,Wave 5,0,25873,Continuous (float)
mwaist_wave5,Measured waist circumference (cm),Physical Measures,Wave 5,0,25873,Continuous (float)
tyg_wave5,Triglyceride-Glucose Index: ln[TG×FPG/2],Blood Biomarkers,Wave 5,0,25873,Continuous (float)
tyg_bmi_wave5,TyG-BMI product,Blood Biomarkers,Wave 5,0,25873,Continuous (float)
water_wave5,,Other,Wave 5,0,25873,Continuous (float)
puff1_wave5,,Other,Wave 5,0,25873,Continuous (float)
puff2_wave5,,Other,Wave 5,0,25873,Continuous (float)
puff3_wave5,,Other,Wave 5,0,25873,Continuous (float)
puff_wave5,,Other,Wave 5,0,25873,Continuous (float)
glass_wave5,,Other,Wave 5,0,25873,Continuous (float)
eyesight_distance_wave5,,Other,Wave 5,0,25873,Continuous (float)
eyesight_close_wave5,,Other,Wave 5,0,25873,Continuous (float)
hear_aid_wave5,,Other,Wave 5,0,25873,Continuous (float)
hear_wave5,,Other,Wave 5,0,25873,Continuous (float)
teeth_wave5,,Other,Wave 5,0,25873,Continuous (float)
hspnite_wave5,,Other,Wave 5,0,25873,Continuous (float)
hibpe_1_wave5,,Disease History,Wave 5,19367,6506,Continuous (float)
diabe_1_wave5,,Disease History,Wave 5,19365,6508,Continuous (float)
DEADWAVE,Wave year when death was recorded,Mortality,Non-wave,809,25064,Continuous (float)
DEAD,"All-cause mortality (1=deceased, 0=censored)",Mortality,Non-wave,18459,7414,Continuous (float)
DEADYEAR,Year of death,Mortality,Non-wave,18459,7414,Continuous (float)
DEADMONTH,Month of death,Mortality,Non-wave,18459,7414,Continuous (float)
DEADCALENDAR,Calendar year of death (alternative format),Mortality,Non-wave,18459,7414,Continuous (float)
DEADEXPECTED,Expected death indicator,Mortality,Non-wave,18459,7414,Continuous (float)
a7,,Other,Non-wave,20277,5596,Continuous (float)
b4_4_4,,Other,Non-wave,20277,5596,Continuous (float)
d1,,Other,Non-wave,20277,5596,Continuous (float)
Ta1,,Other,Non-wave,20277,5596,Continuous (float)
Tf13,,Other,Non-wave,20277,5596,Continuous (float)
Tj10,,Other,Non-wave,20277,5596,Continuous (float)
Tk1a,,Other,Non-wave,20277,5596,Continuous (float)
HJ34,,Other,Non-wave,20277,5596,Continuous (float)
TH9AS,,Other,Non-wave,20277,5596,Continuous (float)
TH1aH19a,,Other,Non-wave,20277,5596,Continuous (float)
Th1718,,Other,Non-wave,20277,5596,Continuous (float)
Th15,,Other,Non-wave,20277,5596,Continuous (float)
TT1,,Other,Non-wave,20277,5596,Continuous (float)
